"Iteration","Uz_up1: Uz_up1 (m/s)","Uz_up2: Uz_up2 (m/s)","Uz_up3: Uz_up3 (m/s)","Uz_up4: Uz_up4 (m/s)","Uz_up5: Uz_up5 (m/s)","Uz_down1: Uz_down1 (m/s)","Uz_down2: Uz_down2 (m/s)","Uz_down3: Uz_down3 (m/s)","Uz_down4: Uz_down4 (m/s)","Uz_down5: Uz_down5 (m/s)"
3184.0,-3.16126776682626E-4,-9.447472477045756E-5,,,,-2.707194818767587E-4,-0.002734553867648786,-0.0015644929681154613,-7.295026591847005E-4,-2.4631807846882273E-4
3185.0,-1.5571127088327184E-4,-2.327342760750155E-5,,,,-3.5964936016603835E-4,-0.002861138220599335,-0.001391335946918543,-7.003693138110566E-4,-2.4708242507306754E-4
3186.0,-2.4552902003465312E-5,3.494291972744828E-5,,,,-4.41925169100273E-4,-0.0029294024740292315,-0.0012506880461984583,-6.904911306424629E-4,-2.521976810744638E-4
3187.0,8.279797828467957E-5,8.58924275431587E-5,,,,-5.14380466576369E-4,-0.0029400564593857438,-0.001140463420193027,-6.883578059728402E-4,-2.5685761575871787E-4
3188.0,1.7103659282666325E-4,1.3304852564214253E-4,,,,-5.741456603637748E-4,-0.0028923300486783355,-0.001053815969685773,-6.87775781438691E-4,-2.582549326169055E-4
3189.0,2.4372976178131656E-4,1.775934340343748E-4,,,,-6.198989345248857E-4,-0.0027994321448317656,-9.817895238844916E-4,-6.878743107162135E-4,-2.561556773190614E-4
3190.0,3.0396365630995157E-4,2.1566533790734593E-4,,,,-6.53401779085914E-4,-0.002668850582138195,-9.11218277626399E-4,-6.789110518586361E-4,-2.4930425095429765E-4
3191.0,3.543238024079654E-4,2.528424077917837E-4,,,,-6.729772679765576E-4,-0.002512011895003762,-8.458956417842169E-4,-6.653358915328475E-4,-2.4093937681137514E-4
3192.0,3.9552471310888896E-4,2.8494665794741124E-4,,,,-6.786106667961815E-4,-0.0023373030224721385,-7.7968398940887E-4,-6.431997157288759E-4,-2.3012563274839084E-4
3193.0,4.2863771147471394E-4,3.133908368350106E-4,,,,-6.719295618347468E-4,-0.002158103215830163,-7.125657564755009E-4,-6.154243890555318E-4,-2.182075919219765E-4
3194.0,4.55302234066436E-4,3.38727215969084E-4,,,,-6.541811010955111E-4,-0.0019808722348885503,-6.468368547858522E-4,-5.832553263713979E-4,-2.0549527101687914E-4
3195.0,4.7650408563608486E-4,3.6092701450816283E-4,,,,-6.277452649108746E-4,-0.0018058317937694915,-5.828525679254672E-4,-5.478969446049731E-4,-1.9218219501794341E-4
3196.0,4.935177140889806E-4,3.8029246661644975E-4,,,,-5.940825098353889E-4,-0.0016380913437920395,-5.194936832235504E-4,-5.113211177189957E-4,-1.7854701898980624E-4
3197.0,5.073981690503188E-4,3.9723737927566073E-4,,,,-5.555196173412408E-4,-0.0014809204282209883,-4.5526915858925616E-4,-4.742542498409979E-4,-1.652195591158707E-4
3198.0,5.189447372399191E-4,4.1207037558815856E-4,,,,-5.13495781662432E-4,-0.0013346920317354723,-3.9130462943364434E-4,-4.370760140251591E-4,-1.5233661774969923E-4
3199.0,5.284529152768404E-4,4.2465149981523007E-4,,,,-4.695574240973241E-4,-0.0012013156829944376,-3.2781533088879143E-4,-4.0035211064126647E-4,-1.3987335710888887E-4
3200.0,5.365003941960152E-4,4.356484104754064E-4,,,,-4.2474435028716934E-4,-0.001080802902832061,-2.649772694749704E-4,-3.64704139144676E-4,-1.2804513939987337E-4
3201.0,5.43357740225161E-4,4.453203169286388E-4,,,,-3.7970318833027673E-4,-9.726437066746164E-4,-2.0344899121267786E-4,-3.307948917496632E-4,-1.1680976619974066E-4
3202.0,5.490542695775335E-4,4.5367873135694744E-4,,,,-3.365724122716203E-4,-8.760154677540497E-4,-1.4383026751808373E-4,-2.983100778280105E-4,-1.0599546155450026E-4
3203.0,5.538235565710596E-4,4.610783296068521E-4,,,,-2.9601141663263214E-4,-7.89414153123654E-4,-8.633149119460376E-5,-2.6779342456442046E-4,-9.580901409658472E-5
3204.0,5.577876372102203E-4,4.674872844068604E-4,,,,-2.577662511980892E-4,-7.11519370009916E-4,-3.149728343238562E-5,-2.3910761713792053E-4,-8.616871206534239E-5
3205.0,5.61235941874968E-4,4.732780710042522E-4,,,,-2.2094241520202593E-4,-6.408671404196657E-4,2.0443835976462985E-5,-2.111287767275835E-4,-7.66592104771725E-5
3206.0,5.641899254938431E-4,4.7836866130261907E-4,,,,-1.8488611872327144E-4,-5.764398843966922E-4,6.894848687765155E-5,-1.8480297413755144E-4,-6.72802712532098E-5
3207.0,5.66822509228756E-4,4.830280950461678E-4,,,,-1.490108026652867E-4,-5.170231003507716E-4,1.1405037221384909E-4,-1.6045171640251648E-4,-5.87344493620642E-5
3208.0,5.690949467048046E-4,4.8709295555628195E-4,,,,-1.1339201497712073E-4,-4.6203694650243283E-4,1.55790823107056E-4,-1.3809822802091597E-4,-5.1038796258854406E-5
3209.0,5.712179684401744E-4,4.911778163375806E-4,,,,-7.877827616669719E-5,-4.1069244328919435E-4,1.943436019385489E-4,-1.1782290244287517E-4,-4.416945704602096E-5
3210.0,5.728468107906897E-4,4.93909842305328E-4,,,,-4.429006979968499E-5,-3.625331172544579E-4,2.3065922191303675E-4,-9.825273889276332E-5,-3.748307655270372E-5
3211.0,5.744458667933921E-4,4.971831571519162E-4,,,,-1.1317647674912644E-5,-3.1775855723958945E-4,2.6369009637115614E-4,-8.019052855219995E-5,-3.147924710182173E-5
3212.0,5.757536469006626E-4,4.995993302314943E-4,,,,2.0957672017230376E-5,-2.757068884187454E-4,2.944165326350212E-4,-6.320063791204914E-5,-2.5596031169888543E-5
3213.0,5.767530716919605E-4,5.01506794391206E-4,,,,5.281544712656039E-5,-2.3663706920828292E-4,3.228711481223307E-4,-4.7527672167372015E-5,-2.0112214204753805E-5
3214.0,5.778524224022143E-4,5.039059116192115E-4,,,,8.37193020584044E-5,-1.9982062872359046E-4,3.4936363723271104E-4,-3.2984524750348976E-5,-1.520389212129929E-5
3215.0,5.787717401276311E-4,5.056609441436467E-4,,,,1.1371057367146285E-4,-1.6540187291338163E-4,3.738820308757868E-4,-1.9375226722896218E-5,-1.0362464436149632E-5
3216.0,5.796023986734196E-4,5.073116847544302E-4,,,,1.4265359437102778E-4,-1.3311654427623337E-4,3.9690782170273374E-4,-6.649239292006652E-6,-5.881787755364046E-6
3217.0,5.803047956192816E-4,5.087297398894485E-4,,,,1.705472375110963E-4,-1.0318545502947522E-4,4.1827021284103233E-4,5.175967206733573E-6,-1.6383056188801247E-6
3218.0,5.808794871082996E-4,5.099107133058951E-4,,,,1.9744666989193196E-4,-7.535533807794621E-5,4.383089055384649E-4,1.6248004330196538E-5,2.3890038610738E-6
3219.0,5.814098859031878E-4,5.110383132384455E-4,,,,2.233109417006287E-4,-4.944512554030375E-5,4.571047937890433E-4,2.661112612191824E-5,6.172315334522392E-6
3220.0,5.818793262985849E-4,5.120312257853273E-4,,,,2.4798400881582104E-4,-2.5363386453495592E-5,4.7480416009509447E-4,3.626586930293393E-5,9.698727959438827E-6
3221.0,5.822718233543993E-4,5.128637678643704E-4,,,,2.713570457622714E-4,-3.021728255522852E-6,4.914654876625746E-4,4.5253486975450926E-5,1.2970914037871305E-5
3222.0,5.826407719570032E-4,5.136651473573242E-4,,,,2.933559753098171E-4,1.7736818710992543E-5,5.069440704022926E-4,5.3596143410575075E-5,1.597624600699131E-5
3223.0,5.829983865584126E-4,5.144335749462347E-4,,,,3.1395262463081153E-4,3.700027816384422E-5,5.21281401501781E-4,6.135450133423848E-5,1.8746120925760612E-5
3224.0,5.833129812295491E-4,5.150935362130086E-4,,,,3.3311692003679875E-4,5.475510672023335E-5,5.344992753198124E-4,6.852522629520595E-5,2.1304072180078413E-5
3225.0,5.836044571063939E-4,5.157133273268428E-4,,,,3.5088436544976505E-4,7.113848817825846E-5,5.46731265179174E-4,7.514729923616658E-5,2.3612223639519806E-5
3226.0,5.838266472748469E-4,5.161830587136685E-4,,,,3.673137974779866E-4,8.618832657517343E-5,5.580605540366706E-4,8.132617798472036E-5,2.5779644574286905E-5
3227.0,5.840144799172949E-4,5.166154449366659E-4,,,,3.8244823561920787E-4,1.0000845857802486E-4,5.685394138877064E-4,8.70835128346331E-5,2.7750954426294247E-5
3228.0,5.841624167868627E-4,5.169588474506662E-4,,,,3.9631317873986397E-4,1.1261140306330742E-4,5.782388033571198E-4,9.243885262227836E-5,2.958045100637031E-5
3229.0,5.843081407486263E-4,5.17306649787383E-4,,,,4.090252199171491E-4,1.242311541548362E-4,5.87280059654987E-4,9.744176799398589E-5,3.126996539805413E-5
3230.0,5.844544399599069E-4,5.176451004485442E-4,,,,4.2063982293234173E-4,1.3487066539425758E-4,5.956232713766319E-4,1.0209369252533771E-4,3.282973055178719E-5
3231.0,5.846188232035685E-4,5.180001591729959E-4,,,,4.3121394422040917E-4,1.4461066318590537E-4,6.033468185301893E-4,1.0642214614643965E-4,3.428738244966923E-5
3232.0,5.847278048215652E-4,5.182116193803024E-4,,,,4.407685186845401E-4,1.534117684094056E-4,6.104333441401513E-4,1.1041836089914432E-4,3.565305271394222E-5
3233.0,5.848591023994661E-4,5.184963273037763E-4,,,,4.4942303959248647E-4,1.6155813495274604E-4,6.170749860831431E-4,1.1415928873260558E-4,3.690846277547914E-5
3234.0,5.849503292108436E-4,5.186954027608656E-4,,,,4.572269130265862E-4,1.6891188791513603E-4,6.230629020988126E-4,1.1758584793548755E-4,3.8035621573603546E-5
3235.0,5.850431595878528E-4,5.18903820108678E-4,,,,4.642257271062597E-4,1.7565151509596903E-4,6.286904518601725E-4,1.2079685675844323E-4,3.909758712097293E-5
3236.0,5.85316765096964E-4,5.195055122484172E-4,,,,4.705476580172958E-4,1.8200753312742733E-4,6.337797172469604E-4,1.2383949599223423E-4,4.001448278698469E-5
3237.0,5.852783340965688E-4,5.19304002522036E-4,,,,4.761128369777692E-4,1.8719328822487593E-4,6.384117595911662E-4,1.263684440945232E-4,4.115711403927187E-5
3238.0,5.854667712297656E-4,5.197764356786394E-4,,,,4.811580315191221E-4,1.925535457953972E-4,6.428667095709073E-4,1.2909161839886306E-4,4.1839450839137145E-5
3239.0,5.855767114669708E-4,5.199722964903832E-4,,,,4.8567684809029904E-4,1.9714704935679697E-4,6.469381462488854E-4,1.3143896429905553E-4,4.266879859556219E-5
3240.0,5.855799609781077E-4,5.199521869530173E-4,,,,4.896311810028042E-4,2.0122969933462125E-4,6.506400734332875E-4,1.3356013173185369E-4,4.3428543514185364E-5
3241.0,5.857266488758968E-4,5.202758958208264E-4,,,,4.93141041343456E-4,2.0509111243501016E-4,6.538056697964178E-4,1.354690191430773E-4,4.3995088694238045E-5
3242.0,5.857161876592972E-4,5.202054267435713E-4,,,,4.962604743493113E-4,2.0852416052343861E-4,6.569735639974548E-4,1.3728553469202748E-4,4.466105198740246E-5
3243.0,5.857925995972469E-4,5.203820683833715E-4,,,,4.990064985380411E-4,2.116320260186273E-4,6.596228887044717E-4,1.3889640293950469E-4,4.515175697294121E-5
3244.0,5.857646477457935E-4,5.202996937408086E-4,,,,5.014394430582518E-4,2.144170783324766E-4,6.622278141246085E-4,1.4044135275896895E-4,4.569553042977544E-5
3245.0,5.858148271617014E-4,5.20425007653789E-4,,,,5.035746361573736E-4,2.169460781756492E-4,6.644093494657692E-4,1.4177645259129526E-4,4.610786392722411E-5
3246.0,5.857821710507174E-4,5.203402890164945E-4,,,,5.054701033862751E-4,2.1920402197534014E-4,6.665725851906644E-4,1.4306576883185067E-4,4.6561838478294144E-5
3247.0,5.858154225420919E-4,5.204310663496873E-4,,,,5.071475142159748E-4,2.212691131377732E-4,6.684122088476877E-4,1.4420856947222233E-4,4.691318773208787E-5
3248.0,5.858178848054509E-4,5.204268585047166E-4,,,,5.086335863915325E-4,2.230957230847868E-4,6.701274413934226E-4,1.452565609402568E-4,4.727844071859514E-5
3249.0,5.858253153037611E-4,5.204438224271044E-4,,,,5.099453446494073E-4,2.2476185869708894E-4,6.716677451121786E-4,1.4621450162269684E-4,4.7602851551364676E-5
3250.0,5.858293192578911E-4,5.204590034330678E-4,,,,5.111099411634428E-4,2.2624800926101152E-4,6.730456539955054E-4,1.4707806196795006E-4,4.789664110866677E-5
3251.0,5.858237457044642E-4,5.204573129107963E-4,,,,5.121393508406652E-4,2.275775622392382E-4,6.74284883205214E-4,1.4785841086914777E-4,4.816846162071018E-5
3252.0,5.85835228584155E-4,5.204982130341973E-4,,,,5.130493964208469E-4,2.2878983059461324E-4,6.754150424589466E-4,1.4856692905066484E-4,4.840861583744952E-5
3253.0,5.858379910687781E-4,5.205101998315328E-4,,,,5.138692372574523E-4,2.2988964360660274E-4,6.764628673534334E-4,1.492183966130802E-4,4.864502781559525E-5
3254.0,5.858663663907348E-4,5.205809486117007E-4,,,,5.145942857171846E-4,2.308893678653544E-4,6.773860419071066E-4,1.4980276245941715E-4,4.884401581286833E-5
3255.0,5.858736088048982E-4,5.205906670434229E-4,,,,5.152378390810735E-4,2.3177846421385274E-4,6.782497911294972E-4,1.5033984504721692E-4,4.904950038395981E-5
3256.0,5.858806523445447E-4,5.206119634765347E-4,,,,5.158048435356493E-4,2.325580491785459E-4,6.790124803679828E-4,1.5082884138662236E-4,4.922318126572758E-5
3257.0,5.858866692426163E-4,5.206314070304848E-4,,,,5.163103826234955E-4,2.332727180675596E-4,6.797113136840197E-4,1.512722581179266E-4,4.938235370976223E-5
3258.0,5.859045872786629E-4,5.206735545976034E-4,,,,5.167611620845798E-4,2.3392922461698876E-4,6.80347022090918E-4,1.5167464769412882E-4,4.952402935481835E-5
3259.0,5.85914005974348E-4,5.206915791027055E-4,,,,5.171660619610142E-4,2.345154039076797E-4,6.809246090764204E-4,1.520410056763569E-4,4.965912992706266E-5
3260.0,5.859070480998044E-4,5.206777372792361E-4,,,,5.175144768343488E-4,2.3503553340944463E-4,6.8143859388744E-4,1.5236819675759131E-4,4.9784486704510986E-5
3261.0,5.859165852498131E-4,5.207033370995852E-4,,,,5.178309103969425E-4,2.3550973927952216E-4,6.819154315323389E-4,1.5267318475274975E-4,4.989168626545699E-5
3262.0,5.859237896824887E-4,5.207162158832861E-4,,,,5.18116130595793E-4,2.3593446694799514E-4,6.823452468071819E-4,1.5294870884763686E-4,4.999454196265396E-5
3263.0,5.859335792014104E-4,5.207334372716133E-4,,,,5.183708852390721E-4,2.363256655540261E-4,6.827400323293868E-4,1.532013834061764E-4,5.008910898608766E-5
3264.0,5.859460670422244E-4,5.207551857080693E-4,,,,5.186005938810775E-4,2.3668046455430173E-4,6.830984186105605E-4,1.534312018731031E-4,5.017566622989978E-5
3265.0,5.859565418314071E-4,5.207718464077387E-4,,,,5.188065732020246E-4,2.3699946743362306E-4,6.834241386345759E-4,1.5364086529973383E-4,5.025633765323937E-5
3266.0,5.859690923111406E-4,5.207938920228799E-4,,,,5.18987036437395E-4,2.3728357415503867E-4,6.837140650890748E-4,1.5382946787259963E-4,5.032894986810673E-5
3267.0,5.859731838563605E-4,5.207989779351772E-4,,,,5.191491013948336E-4,2.3754567704758578E-4,6.839815478993708E-4,1.5400180357026715E-4,5.039519935809517E-5
3268.0,5.859818353023504E-4,5.208167293861462E-4,,,,5.192977006693142E-4,2.3778273717678028E-4,6.842288750735515E-4,1.5416034829375874E-4,5.0453507332667514E-5
3269.0,5.859855301885634E-4,5.20822507007713E-4,,,,5.194270721987619E-4,2.3799138066830954E-4,6.844405332695581E-4,1.5429988747097517E-4,5.050758493582357E-5
3270.0,5.859925848523842E-4,5.20834614248753E-4,,,,5.195527571006352E-4,2.3820258093220777E-4,6.846681222342845E-4,1.5443801693191912E-4,5.055883708979749E-5
3271.0,5.859964498771702E-4,5.208383285695813E-4,,,,5.196342245683764E-4,2.3832294697351527E-4,6.847931286292545E-4,1.545270972772269E-4,5.059573249557112E-5
3272.0,5.859911682379287E-4,5.208247721121733E-4,,,,5.197152070513203E-4,2.3846518374267425E-4,6.849573093448962E-4,1.5463349783230445E-4,5.063331953271172E-5
3273.0,5.859944254880361E-4,5.208355273375173E-4,,,,5.197984901140876E-4,2.3860883052519684E-4,6.850933160172907E-4,1.547239704920093E-4,5.066128208143228E-5
3274.0,5.860096552149643E-4,5.208669240463882E-4,,,,5.19876851936154E-4,2.3874835966847247E-4,6.852226119861862E-4,1.5480443091361315E-4,5.0687040367575654E-5
3275.0,5.86008246565852E-4,5.208484246989396E-4,,,,5.199001097418701E-4,2.387692198350151E-4,6.852646428801068E-4,1.5486640376938184E-4,5.0739636756261864E-5
3276.0,5.859958302214096E-4,5.208292381821433E-4,,,,5.20013692590319E-4,2.3899952681696813E-4,6.854967075288545E-4,1.5497610613715153E-4,5.074687389218902E-5
3277.0,5.860306873410293E-4,5.209053956520409E-4,,,,5.200523371736258E-4,2.3902616709383685E-4,6.85485921631798E-4,1.5499417654935894E-4,5.076771711213365E-5
3278.0,5.860058845199648E-4,5.208402949120482E-4,,,,5.201117733319896E-4,2.3915426597590335E-4,6.856791775789323E-4,1.550923745619767E-4,5.0807201168452105E-5
3279.0,5.860296704949834E-4,5.208980736943209E-4,,,,5.201434453576727E-4,2.391956244873415E-4,6.856749130285388E-4,1.5511415897856426E-4,5.081521161088756E-5
3280.0,5.860138117659647E-4,5.208590288353171E-4,,,,5.202036400753481E-4,2.3931283023008373E-4,6.858316666046362E-4,1.551969796282169E-4,5.084078475474751E-5
3281.0,5.860397556569444E-4,5.209171757996687E-4,,,,5.202338019292355E-4,2.3935119924808418E-4,6.858314014330983E-4,1.552144965352672E-4,5.085132594880152E-5
3282.0,5.860411856202401E-4,5.209115325314304E-4,,,,5.202903460095597E-4,2.3946696923735165E-4,6.85982011375411E-4,1.5528768504863231E-4,5.0873022217836856E-5
3283.0,5.860653758984757E-4,5.209595016804944E-4,,,,5.203184493067973E-4,2.3949552281975694E-4,6.859845262570077E-4,1.5531089538383465E-4,5.089018938278368E-5
3284.0,5.860531922273751E-4,5.209210048988392E-4,,,,5.203325385956908E-4,2.3951559199195815E-4,6.860401202242001E-4,1.5535812673017263E-4,5.09213536371658E-5
3285.0,5.86049958427105E-4,5.209195056228523E-4,,,,5.203835744695245E-4,2.3961330385670917E-4,6.861288569001244E-4,1.554000562850796E-4,5.091734508317246E-5
3286.0,5.860787420916159E-4,5.209823046876179E-4,,,,5.204115544859612E-4,2.3965275539811993E-4,6.86141936640343E-4,1.5541019230226022E-4,5.092095356046497E-5
3287.0,5.860702883143948E-4,5.209501984889356E-4,,,,5.204191667076666E-4,2.3966467596985109E-4,6.861907118243471E-4,1.554505011648902E-4,5.0950878456666016E-5
3288.0,5.86061273304598E-4,5.209289956021582E-4,,,,5.204310891208981E-4,2.396909795911893E-4,6.862166233450775E-4,1.5546974676529667E-4,5.0955723418068656E-5
3289.0,5.860608324495366E-4,5.209364365789911E-4,,,,5.204723023181351E-4,2.397694637403026E-4,6.862872678541185E-4,1.5549839878386786E-4,5.0948803428032505E-5
3290.0,5.860802831930182E-4,5.209715146921822E-4,,,,5.20496304168382E-4,2.398022560185026E-4,6.863081546019251E-4,1.555136200691915E-4,5.096060051765836E-5
3291.0,5.86065648499227E-4,5.209317664882326E-4,,,,5.205200570906202E-4,2.3984232925838739E-4,6.863762671443275E-4,1.5555629139824155E-4,5.0983521060100066E-5
3292.0,5.860847916290773E-4,5.209732626389621E-4,,,,5.20535380034523E-4,2.3986503466210773E-4,6.863738780531632E-4,1.5556109804605524E-4,5.098089598344342E-5
3293.0,5.860786130883269E-4,5.209539225896984E-4,,,,5.20554221503681E-4,2.3989935646083677E-4,6.864296246454925E-4,1.555922671744407E-4,5.0995800136792796E-5
3294.0,5.860968544553829E-4,5.209920462534482E-4,,,,5.205669593789961E-4,2.3991767109747146E-4,6.864303625256595E-4,1.5559782866099707E-4,5.0996218358499126E-5
3295.0,5.860877208455199E-4,5.209659783461021E-4,,,,5.205802849766266E-4,2.3993923711611547E-4,6.864749153585696E-4,1.5562568106361935E-4,5.10121598431239E-5
3296.0,5.86102893035951E-4,5.20999718972949E-4,,,,5.205905385626934E-4,2.3995393783251396E-4,6.864705552099655E-4,1.5562664230664048E-4,5.1008227997275746E-5
3297.0,5.860941052081147E-4,5.209771021010768E-4,,,,5.206017771003491E-4,2.3997326453086595E-4,6.865079258452546E-4,1.556478939819858E-4,5.101946688103084E-5
3298.0,5.861078718451519E-4,5.210070495832647E-4,,,,5.206103861567719E-4,2.399864522932562E-4,6.865034639148852E-4,1.5564757008588548E-4,5.101539780264048E-5
3299.0,5.861004708670719E-4,5.209867166493058E-4,,,,5.206195105258689E-4,2.4000253560169528E-4,6.865353366808358E-4,1.5566565982424175E-4,5.1025326108053505E-5
3300.0,5.861131324270836E-4,5.210130039407433E-4,,,,5.206273496814955E-4,2.4001472261924494E-4,6.865321387336794E-4,1.5566580193146365E-4,5.1022062262146665E-5
3301.0,5.861069537493703E-4,5.209946233323718E-4,,,,5.206348585970965E-4,2.4002713725648073E-4,6.865591418059944E-4,1.5568174584476308E-4,5.1031436848074716E-5
3302.0,5.861084938910402E-4,5.210005935352116E-4,,,,5.206396495718278E-4,2.4003495417913683E-4,6.865601250617806E-4,1.5568570449137E-4,5.103148880993483E-5
3303.0,5.861113353768741E-4,5.210042121184266E-4,,,,5.206591373767349E-4,2.4007188116452818E-4,6.865939458442989E-4,1.5569991760265404E-4,5.1032468630355274E-5
3304.0,5.861190796191133E-4,5.210178698369598E-4,,,,5.206715985858228E-4,2.4008563031492603E-4,6.866048151387467E-4,1.5570907248912844E-4,5.10388073050464E-5
3305.0,5.861183960346004E-4,5.210085829237159E-4,,,,5.206575449041159E-4,2.4005492758655614E-4,6.86586038860574E-4,1.55707335183052E-4,5.104728858679649E-5
3306.0,5.861245694932172E-4,5.210201098137494E-4,,,,5.206585051015591E-4,2.400614750200614E-4,6.865873172209512E-4,1.5570750885744145E-4,5.104140205284377E-5
3307.0,5.861185599700542E-4,5.2100571562043E-4,,,,5.20665676453119E-4,2.4007415496686029E-4,6.866081789514693E-4,1.557146841459841E-4,5.104258738361933E-5
3308.0,5.861185463255237E-4,5.210097597363689E-4,,,,5.206693924490878E-4,2.4007912343013902E-4,6.866069408086501E-4,1.5571529486634885E-4,5.1041662190821465E-5
3309.0,5.861238764313279E-4,5.210200401446743E-4,,,,5.206829422973898E-4,2.4010618294815204E-4,6.866291629499273E-4,1.5572275448035266E-4,5.104046762556898E-5
3310.0,5.861314888684995E-4,5.210317864261302E-4,,,,5.206920455825615E-4,2.4011714323786957E-4,6.866390891664508E-4,1.5573080832219648E-4,5.1046889802409894E-5
3311.0,5.861313119436931E-4,5.210247444121885E-4,,,,5.206817601905841E-4,2.400929417735749E-4,6.866233340217389E-4,1.5572998840652103E-4,5.105474505965509E-5
3312.0,5.861332294602959E-4,5.21028751367123E-4,,,,5.206777211763226E-4,2.400904057306434E-4,6.866180251817938E-4,1.5572846793643526E-4,5.105014933896623E-5
3313.0,5.861244671592257E-4,5.210080010685356E-4,,,,5.206776546287789E-4,2.4008829606035913E-4,6.866261046204159E-4,1.5573240240258592E-4,5.1052502022434784E-5
3314.0,5.861292331325001E-4,5.21021670444438E-4,,,,5.2068400869104E-4,2.4009944334399253E-4,6.866252605082475E-4,1.557283098884357E-4,5.104503971672573E-5
3315.0,5.861306399392636E-4,5.210238101731808E-4,,,,5.206850473670954E-4,2.401013360587404E-4,6.866277329186406E-4,1.5572786913132855E-4,5.1045882617927295E-5
3316.0,5.861353821841921E-4,5.210314365955985E-4,,,,5.206881575849002E-4,2.4010770486068632E-4,6.866329470688016E-4,1.5573078258678284E-4,5.104714642089305E-5
3317.0,5.861338136913168E-4,5.210251078308399E-4,,,,5.206880324439599E-4,2.4010506197891284E-4,6.866361810700981E-4,1.55734941341459E-4,5.105179068345225E-5
3318.0,5.861347255936564E-4,5.21027541184676E-4,,,,5.206892842245566E-4,2.4010707768019044E-4,6.866359942710611E-4,1.5573643500722015E-4,5.105140301769903E-5
3319.0,5.861334919081156E-4,5.210239089588796E-4,,,,5.206908955882217E-4,2.401086111340609E-4,6.866398241177945E-4,1.5573825526883823E-4,5.10522711562899E-5
3320.0,5.861343412149586E-4,5.21027148417157E-4,,,,5.206937552193292E-4,2.4011335205537113E-4,6.866420059613127E-4,1.5573952817450365E-4,5.105163102318554E-5
3321.0,5.861381538599472E-4,5.210338205681269E-4,,,,5.206963725395038E-4,2.4011742757836717E-4,6.866443648881006E-4,1.5573970685704158E-4,5.1051089749976734E-5
3322.0,5.861421262398212E-4,5.21039447550676E-4,,,,5.2069996507064E-4,2.4012301874579348E-4,6.866501056560688E-4,1.5574369674818418E-4,5.105333223343457E-5
3323.0,5.861422384136701E-4,5.21036792675863E-4,,,,5.207003660883107E-4,2.4012053448221033E-4,6.866505995219349E-4,1.5574576905068129E-4,5.105638447161384E-5
3324.0,5.861438365200383E-4,5.210402442920986E-4,,,,5.207021155103323E-4,2.4012317092923256E-4,6.866513095670722E-4,1.5574661473928436E-4,5.10555260617599E-5
3325.0,5.861435085807903E-4,5.210381811651863E-4,,,,5.207024695565922E-4,2.4012208726048936E-4,6.866522367602775E-4,1.5574737975084294E-4,5.105625452580285E-5
3326.0,5.861443964702198E-4,5.210404959796748E-4,,,,5.207036956341104E-4,2.4012428290259673E-4,6.866528865030046E-4,1.5574747761780576E-4,5.1055248179360246E-5
3327.0,5.86144944906387E-4,5.210402777439035E-4,,,,5.207041900934914E-4,2.4012441456218187E-4,6.866538257763714E-4,1.5574766098430264E-4,5.105542089929883E-5
3328.0,5.861461791456368E-4,5.210424128654724E-4,,,,5.207054586579811E-4,2.401266089559929E-4,6.866552675367795E-4,1.5574850728200903E-4,5.1055338271747546E-5
3329.0,5.861467563675197E-4,5.210419866002455E-4,,,,5.207058399904445E-4,2.4012628633153743E-4,6.866558341023056E-4,1.5574897115888556E-4,5.105604148307461E-5
3330.0,5.861479521431045E-4,5.210439033814311E-4,,,,5.207069283492002E-4,2.4012806880494085E-4,6.866570435301078E-4,1.5574988305351118E-4,5.1056066859772344E-5
3331.0,5.86148263549423E-4,5.210431688760151E-4,,,,5.207071264149931E-4,2.4012742236890258E-4,6.866573778047646E-4,1.5575033268179587E-4,5.1056793055962176E-5
3332.0,5.861492009361941E-4,5.210448303368668E-4,,,,5.207079590399295E-4,2.401288408156901E-4,6.866581627789641E-4,1.5575089515686597E-4,5.1056607280995205E-5
3333.0,5.86149414856305E-4,5.210442168012882E-4,,,,5.207080768469804E-4,2.4012824833257918E-4,6.866583599491791E-4,1.5575113168067166E-4,5.105709798837059E-5
3334.0,5.861501772688341E-4,5.210456642913928E-4,,,,5.207087760657088E-4,2.401294456010575E-4,6.866589298312626E-4,1.5575149145087097E-4,5.105685808921589E-5
3335.0,5.861503813340107E-4,5.210452037329454E-4,,,,5.20708886621069E-4,2.4012892840023924E-4,6.866589877894938E-4,1.557516016352978E-4,5.1057226703618385E-5
3336.0,5.861510526294143E-4,5.210464529268955E-4,,,,5.207095104027078E-4,2.4012994057593984E-4,6.866594178358244E-4,1.5575189074841538E-4,5.1057026297684526E-5
3337.0,5.861512432151789E-4,5.21046044752407E-4,,,,5.207096034588646E-4,2.4012941956352743E-4,6.866593540127923E-4,1.5575195574584041E-4,5.10573554464466E-5
3338.0,5.861518398783755E-4,5.21047119530375E-4,,,,5.207101329953277E-4,2.4013023133508503E-4,6.866596544378348E-4,1.5575218870092627E-4,5.10571800266098E-5
3339.0,5.861520056444057E-4,5.210467394589084E-4,,,,5.207101802531229E-4,2.4012967536130036E-4,6.866595126721198E-4,1.5575221989235508E-4,5.105746697326347E-5
3340.0,5.861525256699075E-4,5.210476608657748E-4,,,,5.207106015423233E-4,2.4013029011047798E-4,6.866597105106736E-4,1.5575239003340908E-4,5.1057295805015705E-5
