"Iteration","Uz_up1: Uz_up1 (m/s)","Uz_up2: Uz_up2 (m/s)","Uz_up3: Uz_up3 (m/s)","Uz_up4: Uz_up4 (m/s)","Uz_up5: Uz_up5 (m/s)","Uz_down1: Uz_down1 (m/s)","Uz_down2: Uz_down2 (m/s)","Uz_down3: Uz_down3 (m/s)","Uz_down4: Uz_down4 (m/s)","Uz_down5: Uz_down5 (m/s)"
460.0,0.004430818276866373,0.0038137140680738132,,,,0.0026399260333936983,0.003378104219905906,0.0022594843587675733,0.0011209295729592867,3.8885321118731003E-4
461.0,0.004430831612999928,0.003813738519388008,,,,0.002639948039164442,0.0033781391836143868,0.0022595193125616335,0.001120949760080257,3.888609390719645E-4
462.0,0.004430844293113925,0.003813757364602345,,,,0.0026399699151126556,0.003378172362267261,0.0022595540928770116,0.0011209754035833635,3.8887520197035044E-4
463.0,0.0044308638301632335,0.003813792570154772,,,,0.002639995703765966,0.0033782154701945586,0.0022595910082772418,0.0011209976373826995,3.888833160055784E-4
464.0,0.004430879859210454,0.0038138159365972957,,,,0.002640016790620276,0.003378245300627661,0.0022596269084651684,0.0011210263986827808,3.888999374592523E-4
465.0,0.004430891196409501,0.0038138314932025016,,,,0.0026400358895824812,0.00337827424024354,0.0022596587419255842,0.0011210509476757956,3.8891375521932984E-4
466.0,0.004430893465171237,0.0038138223637585525,,,,0.0026400415126801987,0.0033782697087922876,0.002259666092270729,0.001121070275571079,3.889307530259844E-4
467.0,0.004430857484299751,0.0038137551935296552,,,,0.0026400606484160887,0.0033782981141708404,0.002259712577535747,0.0011210942937757526,3.889393645232655E-4
468.0,0.004430845097551442,0.0038137523114157327,,,,0.0026400737636862806,0.00337831930632087,0.002259717139790203,0.0011210847762861452,3.8892338483346794E-4
469.0,0.0044308654461377986,0.0038137965801194875,,,,0.0026400882605422905,0.0033783509675598404,0.002259732415630938,0.0011210768112741994,3.889068943011287E-4
470.0,0.004430886844382413,0.0038138234154872636,,,,0.0026401086586051873,0.003378389296388962,0.0022597722158016766,0.0011211024344038323,3.889204009656194E-4
471.0,0.0044308933610640484,0.00381381721981988,,,,0.002640088714814916,0.003378335947647602,0.002259722938157614,0.0011210986006743035,3.889398487474785E-4
472.0,0.004430901787379852,0.0038138263857371135,,,,0.00264008315526831,0.0033783407255707767,0.0022597302422494407,0.0011211002413455944,3.8893510326047437E-4
473.0,0.004430892159184904,0.0038138027838378486,,,,0.002640105333149764,0.0033783790752729696,0.002259787177321527,0.001121124703762375,3.889414283251664E-4
474.0,0.004430895725752077,0.003813818777249399,,,,0.002640129845742892,0.0033784122810227675,0.002259804385513684,0.0011211314620662883,3.889392293265081E-4
475.0,0.004430914409751408,0.0038138494659782566,,,,0.002640112351179875,0.003378371154239386,0.002259748051491135,0.001121111246957831,3.8894060348209194E-4
476.0,0.004430923047781709,0.0038138564030674683,,,,0.002640101048918916,0.0033783686786570764,0.002259757395139489,0.0011211128720339527,3.8893843184450966E-4
477.0,0.004430897359345657,0.00381380208011347,,,,0.0026401201211880684,0.0033784023931342434,0.002259816135733901,0.0011211426906277801,3.889507957315952E-4
478.0,0.0044308916042740815,0.0038138077876986435,,,,0.002640141584805798,0.00337843021914931,0.0022598234863864595,0.0011211415618915888,3.889429852074527E-4
479.0,0.004430926724213399,0.0038138748806135045,,,,0.0026401394971246168,0.0033784222155761427,0.002259785257001126,0.0011211188984253657,3.8893205389047957E-4
480.0,0.00443092667522789,0.0038138578828966893,,,,0.0026401381864819846,0.0033784269976985665,0.0022598150055862607,0.0011211424565514242,3.889488831215495E-4
481.0,0.004430932857607664,0.0038138660976351213,,,,0.00264014132866419,0.003378433796941534,0.002259816793179923,0.0011211447733963321,3.8894980757844474E-4
482.0,0.004430923086384423,0.003813841542202421,,,,0.0026401511104798534,0.003378445405026507,0.002259834901056987,0.0011211564823506086,3.88956256525322E-4
483.0,0.004430922987668232,0.0038138492617380156,,,,0.0026401643642581067,0.003378466884944209,0.0022598484625378054,0.001121159488941513,3.889517334943093E-4
484.0,0.0044309415012325345,0.003813881722938879,,,,0.002640170037755555,0.003378473510858803,0.002259843518829011,0.0011211559220388873,3.889497595551273E-4
485.0,0.004430940099013981,0.0038138680277008544,,,,0.0026401510779796066,0.0033784352665467564,0.0022598162776681875,0.001121154185107425,3.889610398957666E-4
486.0,0.004430939734617883,0.0038138677842868974,,,,0.0026401602906045984,0.0033784696261524435,0.0022598512121420763,0.0011211610990385045,3.889524173440352E-4
487.0,0.00443094191740511,0.0038138716847335996,,,,0.0026401727697578136,0.0033784802821331386,0.002259856816525089,0.0011211641929648453,3.88953762869926E-4
488.0,0.004430946924846602,0.003813878706929148,,,,0.002640172720299358,0.003378474280736143,0.0022598464878467056,0.0011211596648941344,3.889537962720378E-4
489.0,0.0044309524280625075,0.0038138859823008972,,,,0.0026401759697316837,0.003378483941825038,0.0022598586272879278,0.0011211655942152611,3.889544840637085E-4
490.0,0.00443095874199049,0.003813893681279196,,,,0.0026401807462984577,0.003378489866309269,0.0022598636201896973,0.0011211702658744742,3.889580334597172E-4
491.0,0.004430954388282545,0.003813879591456096,,,,0.0026401736931950994,0.0033784706951647614,0.002259849905247157,0.0011211702198778437,3.88964694219635E-4
492.0,0.004430951922597652,0.003813876422294701,,,,0.0026401690624486317,0.003378467203244185,0.0022598453810991096,0.0011211645828946507,3.8895862892918977E-4
493.0,0.004430950179392161,0.0038138737759478027,,,,0.0026401786847018425,0.0033784866358599975,0.002259863347458994,0.0011211677853284548,3.889543685265132E-4
494.0,0.00443095153601117,0.0038138779803764816,,,,0.002640189480784565,0.003378500767689587,0.002259875252944776,0.0011211724789782825,3.8895507449252924E-4
495.0,0.004430961970624547,0.0038138962671076877,,,,0.002640198227165231,0.0033785127567368734,0.00225987957114392,0.0011211741429155535,3.8895544572850973E-4
496.0,0.0044309683865043845,0.003813902683723597,,,,0.00264019667213403,0.0033785058151621587,0.0022598734832479563,0.0011211768446385624,3.8896154283241254E-4
497.0,0.004430964844656947,0.0038138900472397324,,,,0.002640190874412014,0.0033784947729815565,0.002259869604108905,0.0011211806868158072,3.8896771436955883E-4
498.0,0.004430963792839806,0.0038138892988268287,,,,0.0026401885167567354,0.003378493074825642,0.0022598655063459723,0.001121175992312009,3.889629620017407E-4
499.0,0.0044309641087030005,0.0038138902760400436,,,,0.002640193557733035,0.0033785029360355445,0.002259873990180762,0.0011211760505759586,3.8895958406708157E-4
500.0,0.004430964627388387,0.003813891312728928,,,,0.002640198889583557,0.0033785084977221236,0.002259878717605015,0.0011211776814770012,3.889597996875816E-4
501.0,0.004430967833789035,0.0038138960150789023,,,,0.00264020200601822,0.0033785114839817603,0.0022598794647328926,0.0011211783044534033,3.8896039176106547E-4
502.0,0.0044309691310125176,0.0038138966941590625,,,,0.0026402017458448646,0.0033785092184463513,0.002259876704955142,0.001121178711592724,3.889620672941532E-4
503.0,0.004430970719019187,0.003813898195700438,,,,0.002640202776260676,0.003378511153888354,0.00225987854034396,0.0011211796410812152,3.889619638637597E-4
504.0,0.004430971667564891,0.0038138985121479625,,,,0.002640204091074693,0.0033785121064924895,0.00225987971143664,0.0011211808284528383,3.889629581786142E-4
505.0,0.0044309728235638925,0.0038138996136575865,,,,0.0026402059360046528,0.0033785137516622104,0.0022598805949022825,0.001121181118011159,3.889627341156199E-4
506.0,0.004430973762062221,0.0038139004334391082,,,,0.002640206604658771,0.003378513455005035,0.0022598800966636213,0.00112118113806399,3.8896308617587203E-4
507.0,0.004430974757465284,0.003813901585928898,,,,0.0026402078038755463,0.003378514658273983,0.0022598809674826393,0.001121181355768128,3.8896280741750066E-4
508.0,0.0044309760141496395,0.003813903275973211,,,,0.002640208808581631,0.003378515422634217,0.002259881544252539,0.0011211816695326127,3.889630351544635E-4
509.0,0.004430977257812404,0.0038139046704611327,,,,0.0026402103220208857,0.0033785169923272636,0.0022598826627235865,0.0011211822490078257,3.889630777094623E-4
510.0,0.004430978692386038,0.0038139066094989623,,,,0.0026402114432059246,0.0033785178321912076,0.00225988299798384,0.001121182593829258,3.8896337673816457E-4
511.0,0.004430980132772003,0.0038139081763456538,,,,0.0026402128620765758,0.0033785193624181107,0.002259884271220181,0.0011211833973146304,3.8896363493788285E-4
512.0,0.004430981272228438,0.0038139093365467526,,,,0.002640213567280406,0.0033785194218277463,0.0022598842699655384,0.0011211838468076854,3.889641948244855E-4
513.0,0.0044309824804176865,0.0038139105926253275,,,,0.0026402146278290697,0.0033785204717899572,0.002259885095937937,0.0011211842651448515,3.889642063492635E-4
514.0,0.00443098328857632,0.003813910765114942,,,,0.0026402149759435496,0.003378519817120974,0.0022598846598238073,0.001121184536247234,3.8896473319173714E-4
515.0,0.004430982912647758,0.003813909328386074,,,,0.0026402146424926672,0.003378518446562932,0.0022598837426334485,0.001121184263365308,3.8896486164753023E-4
516.0,0.004430983005377775,0.0038139092425005334,,,,0.002640214807028381,0.003378518517164224,0.002259883483468146,0.0011211835443671677,3.889639994504189E-4
517.0,0.004430983802716386,0.0038139099523758916,,,,0.0026402153928326566,0.0033785189946062386,0.0022598837367933744,0.0011211833164578495,3.8896363675897095E-4
518.0,0.004430984265457781,0.003813909924033791,,,,0.0026402153317642567,0.00337851802335855,0.002259882672565787,0.0011211829013267273,3.889636681112257E-4
519.0,0.004430984527559649,0.003813909938593189,,,,0.002640215635595119,0.0033785183745166664,0.002259883001889493,0.0011211828837724082,3.889634845474529E-4
520.0,0.004430985036654608,0.003813910383719756,,,,0.002640216307757936,0.003378519017643575,0.0022598833976259676,0.0011211830337471312,3.8896343781031413E-4
521.0,0.004430986015660745,0.0038139116382845287,,,,0.002640217092598177,0.003378519758200218,0.002259883647310562,0.0011211831589718318,3.8896350303958E-4
522.0,0.004430986786031035,0.003813912379449107,,,,0.0026402172317678127,0.0033785192092749576,0.0022598830225507385,0.0011211832070820778,3.889638599396135E-4
523.0,0.004430987136880298,0.0038139123664125635,,,,0.0026402170155640234,0.003378518273683342,0.00225988222661241,0.0011211831468373422,3.889641224761865E-4
524.0,0.004430987162506687,0.003813912003237537,,,,0.0026402166968240073,0.0033785173607737175,0.0022598814348404666,0.0011211828145129494,3.8896406144932544E-4
525.0,0.004430987076230935,0.003813911630900316,,,,0.0026402164706899435,0.003378516662389189,0.0022598807224092792,0.0011211822891644871,3.889637539154412E-4
526.0,0.004430987035836034,0.0038139114069371356,,,,0.0026402163642176785,0.0033785161646567967,0.0022598800898660245,0.001121181756622477,3.889634072692178E-4
527.0,0.0044309871081347155,0.0038139113952862158,,,,0.0026402163635301235,0.0033785158666489734,0.0022598795649400945,0.0011211812564162818,3.8896306954160585E-4
528.0,0.00443098731143841,0.003813911544515298,,,,0.002640216426416393,0.003378515645776592,0.002259879135202745,0.0011211809373565136,3.889628800023125E-4
529.0,0.004430987605594164,0.003813911788313554,,,,0.0026402165190242176,0.003378515437454781,0.0022598787758839633,0.0011211807821867113,3.8896283123755754E-4
530.0,0.004430987932139199,0.0038139120646222234,,,,0.0026402166035144983,0.0033785152002603117,0.002259878455418686,0.001121180719254203,3.889628644007632E-4
531.0,0.004430988239616998,0.003813912324824429,,,,0.0026402166456017525,0.003378514905128716,0.0022598781411781554,0.0011211806780831053,3.8896291794273443E-4
532.0,0.004430988495371501,0.00381391253811439,,,,0.002640216635723652,0.003378514508192775,0.0022598777881959204,0.0011211806095926008,3.8896297096089173E-4
533.0,0.0044309886869733466,0.003813912673398586,,,,0.0026402165600844475,0.0033785140430320753,0.0022598773826598036,0.0011211804671153527,3.889629704863489E-4
534.0,0.004430988808619304,0.003813912725897233,,,,0.0026402164298046467,0.0033785135269241524,0.0022598769225375724,0.001121180249808778,3.889629130986993E-4
535.0,0.004430988872462151,0.0038139127051170273,,,,0.0026402162610055955,0.0033785129789319105,0.00225987641891055,0.001121179976902706,3.8896281066531745E-4
536.0,0.004430988898847963,0.0038139126205562757,,,,0.0026402160681854615,0.003378512416110922,0.0022598758898877886,0.0011211796729511511,3.8896268085007106E-4
537.0,0.004430988903360203,0.003813912493349954,,,,0.0026402158632512955,0.0033785118522810667,0.0022598753560938347,0.001121179361829581,3.889625413567154E-4
538.0,0.004430988899556427,0.003813912345767203,,,,0.002640215654498794,0.0033785112982674947,0.0022598748344751125,0.0011211790622470258,3.889624061337284E-4
539.0,0.0044309888947392465,0.0038139121953696554,,,,0.002640215447098774,0.0033785107631932984,0.002259874334563372,0.0011211787845974968,3.8896228402629144E-4
540.0,0.004430988894487432,0.003813912061924667,,,,0.002640215244279618,0.0033785102550216465,0.0022598738674802425,0.0011211785329101253,3.889621788494588E-4
541.0,0.004430988900807398,0.0038139119568340873,,,,0.0026402150470347645,0.0033785097740516917,0.002259873430740129,0.0011211782988115413,3.889620855784361E-4
542.0,0.004430988912884485,0.0038139118818176056,,,,0.0026402148583705163,0.003378509318556435,0.002259873018812913,0.0011211780808525812,3.889620038331547E-4
543.0,0.0044309889170976585,0.003813911822141165,,,,0.002640214675827169,0.0033785088910654303,0.0022598726412088933,0.0011211778857603406,3.8896193600732916E-4
544.0,0.004430988876841068,0.0038139116797035466,,,,0.002640214406689054,0.003378508286198055,0.002259872114449188,0.0011211776530555709,3.889619049298637E-4
545.0,0.004430988861720605,0.0038139116312287218,,,,0.002640214196852646,0.0033785078623664983,0.002259871718131286,0.0011211774049665966,3.889617798884722E-4
546.0,0.0044309888788131215,0.003813911635813206,,,,0.0026402140624482697,0.0033785075391835704,0.0022598714317148883,0.0011211772221018691,3.8896169274357155E-4
547.0,0.004430988904744365,0.003813911661837255,,,,0.002640213929719532,0.0033785072188790115,0.0022598711038406914,0.0011211770471412138,3.8896163109160194E-4
548.0,0.004430988926590353,0.0038139116814937873,,,,0.002640213793545484,0.0033785069082118823,0.002259870815379738,0.001121176904872158,3.8896158721208707E-4
549.0,0.004430988932072188,0.003813911648148393,,,,0.002640213599259602,0.0033785064722190953,0.0022598704230306957,0.0011211767387179436,3.8896156393699254E-4
550.0,0.00443098890973708,0.003813911574219969,,,,0.002640213388956386,0.0033785060465026757,0.0022598700551903494,0.001121176564652202,3.889615091222387E-4
551.0,0.004430988884666863,0.0038139115171531976,,,,0.0026402132111782452,0.0033785057021133704,0.0022598697744833133,0.001121176402690458,3.889614307134079E-4
552.0,0.004430988866922522,0.0038139114858239394,,,,0.002640213056273782,0.0033785054063874146,0.0022598695140220453,0.0011211762505825324,3.8896135949524765E-4
553.0,0.00443098887049829,0.0038139114706412097,,,,0.002640212914123749,0.003378505128387615,0.0022598692687500668,0.0011211761164273476,3.8896130625526096E-4
554.0,0.004430988876762701,0.0038139114610507056,,,,0.002640212784350866,0.0033785048712617893,0.002259869042183306,0.0011211759972290047,3.889612563916976E-4
555.0,0.00443098888316348,0.0038139114548798717,,,,0.0026402126642611256,0.0033785046419505032,0.002259868860495186,0.0011211759019445922,3.8896121918510806E-4
556.0,0.004430988901746846,0.0038139114650498143,,,,0.002640212550008064,0.0033785044171529242,0.0022598686693210347,0.0011211758110368183,3.8896119110183884E-4
557.0,0.004430988919807486,0.0038139114767980825,,,,0.0026402124382280618,0.003378504202925213,0.002259868497981421,0.0011211757270772563,3.8896116315526616E-4
558.0,0.0044309889374809595,0.003813911494026571,,,,0.0026402123354904786,0.003378504018306842,0.0022598683660525706,0.0011211756576044668,3.889611369928557E-4
559.0,0.0044309889539434835,0.00381391150756643,,,,0.0026402122379044785,0.003378503834054292,0.002259868220881778,0.0011211755872569088,3.8896111760597694E-4
560.0,0.004430988970308723,0.0038139115252953347,,,,0.00264021214695312,0.003378503673195451,0.0022598680953051426,0.0011211755207944053,3.889610918784459E-4
561.0,0.004430988977244052,0.003813911520665983,,,,0.0026402120471644753,0.003378503488994307,0.002259867950884826,0.0011211754522171455,3.889610747753568E-4
562.0,0.004430988983788547,0.003813911523247223,,,,0.0026402119535618787,0.0033785033359166657,0.0022598678295094082,0.00112117538229408,3.889610432814417E-4
563.0,0.004430988980233527,0.0038139115000260164,,,,0.0026402118581389184,0.0033785031701056584,0.0022598677009478237,0.0011211753184921553,3.889610244237219E-4
564.0,0.004430988976517048,0.0038139114859817207,,,,0.0026402117695444377,0.003378503030114997,0.0022598675880918058,0.001121175251872025,3.8896099259200966E-4
565.0,0.004430988970024749,0.003813911458484519,,,,0.0026402116859678493,0.0033785028922470347,0.00225986747976731,0.0011211751932806223,3.889609709775494E-4
566.0,0.004430988962563677,0.0038139114375516413,,,,0.002640211608779663,0.0033785027730742793,0.002259867383236349,0.0011211751365306575,3.889609463719843E-4
567.0,0.004430988958653083,0.003813911419383176,,,,0.0026402115382906212,0.0033785026627431314,0.0022598672929363055,0.0011211750856156004,3.889609244720212E-4
568.0,0.004430988954466608,0.0038139114038508127,,,,0.002640211475443952,0.0033785025656403967,0.002259867216273182,0.0011211750418836648,3.8896090494263465E-4
569.0,0.00443098895528813,0.0038139113984741848,,,,0.0026402114168564,0.003378502477084083,0.0022598671404855165,0.0011211750007640194,3.889608887343665E-4
570.0,0.004430988955957219,0.0038139113934678903,,,,0.0026402113651530397,0.003378502398827798,0.0022598670798843865,0.001121174966937248,3.889608763370997E-4
571.0,0.00443098895759914,0.0038139113923216722,,,,0.002640211319352148,0.00337850232992946,0.0022598670234457133,0.0011211749368648417,3.8896086598963204E-4
572.0,0.004430988961671328,0.0038139113977961833,,,,0.002640211273284283,0.0033785022573438947,0.002259866959264897,0.0011211749042479141,3.889608564493034E-4
