"Iteration","Uy_up1: Uy_up1 (m/s)","Uy_up2: Uy_up2 (m/s)","Uy_up3: Uy_up3 (m/s)","Uy_up4: Uy_up4 (m/s)","Uy_up5: Uy_up5 (m/s)","Uy_down1: Uy_down1 (m/s)","Uy_down2: Uy_down2 (m/s)","Uy_down3: Uy_down3 (m/s)","Uy_down4: Uy_down4 (m/s)","Uy_down5: Uy_down5 (m/s)"
151.0,1.070582846327292E-14,2.0343800955564307E-15,,,,7.974063229805409E-15,-8.069547614252973E-15,2.015840245780109E-15,-8.742959075377822E-16,7.765953182588018E-16
152.0,1.0705823367954284E-14,2.0343793140918344E-15,,,,7.974056045244802E-15,-8.069545849161984E-15,2.01583961679044E-15,-8.742958712129537E-16,7.765953184389915E-16
153.0,1.070581817270898E-14,2.0343785465702647E-15,,,,7.974048877772458E-15,-8.069544236204046E-15,2.0158389676983747E-15,-8.74295832721448E-16,7.765953193895979E-16
154.0,1.0705813286326572E-14,2.034377738737067E-15,,,,7.974041787592948E-15,-8.069542582417746E-15,2.0158383345344395E-15,-8.742957874950834E-16,7.765953111719612E-16
155.0,1.0705808222402952E-14,2.034376985718647E-15,,,,7.974034751334911E-15,-8.069541038247067E-15,2.0158376924308323E-15,-8.742957447760061E-16,7.765953233464863E-16
156.0,1.0705803268412956E-14,2.0343762458338307E-15,,,,7.974027752468338E-15,-8.069539439323455E-15,2.0158370726936422E-15,-8.742956972602593E-16,7.76595317843811E-16
157.0,1.0705798362857926E-14,2.034375439673496E-15,,,,7.974020824840427E-15,-8.069537831237769E-15,2.015836460687694E-15,-8.742956566634297E-16,7.765953199685455E-16
158.0,1.0705793544007132E-14,2.0343747805673483E-15,,,,7.974013920684286E-15,-8.069536450743464E-15,2.015835831621824E-15,-8.742956095327222E-16,7.765953295699202E-16
159.0,1.0705788623096999E-14,2.034374004121341E-15,,,,7.974007078943544E-15,-8.069534792084911E-15,2.01583520486429E-15,-8.742955712421978E-16,7.765953256527828E-16
160.0,1.0705783904092362E-14,2.0343732642365256E-15,,,,7.97400027929102E-15,-8.069533241243162E-15,2.0158345926611886E-15,-8.742955218051849E-16,7.765953267899046E-16
161.0,1.0705779256439123E-14,2.034372575820761E-15,,,,7.973993546427404E-15,-8.06953176278631E-15,2.0158339761317404E-15,-8.74295483715642E-16,7.765953370645892E-16
162.0,1.0705774626508378E-14,2.0343718729018477E-15,,,,7.973986773567904E-15,-8.069530355607723E-15,2.0158333800486242E-15,-8.742954322177339E-16,7.765953249668213E-16
163.0,1.0705769955862736E-14,2.034371149193044E-15,,,,7.973980142697809E-15,-8.069528852155653E-15,2.015832765666785E-15,-8.74295395988105E-16,7.765953399674384E-16
164.0,1.0705765443505175E-14,2.0343704228465437E-15,,,,7.973973484217444E-15,-8.069527337160262E-15,2.0158321670913668E-15,-8.742953556536088E-16,7.765953396915143E-16
165.0,1.0705760934045604E-14,2.034369778243546E-15,,,,7.973966956804798E-15,-8.069525802151657E-15,2.0158315566911813E-15,-8.742953108905596E-16,7.765953471401065E-16
166.0,1.0705756447737179E-14,2.034369131002851E-15,,,,7.973960379838097E-15,-8.06952440831521E-15,2.0158309649078244E-15,-8.742952749232647E-16,7.765953575566021E-16
167.0,1.0705751995193428E-14,2.0343684195642106E-15,,,,7.973953952714135E-15,-8.069523000444439E-15,2.0158303779296474E-15,-8.742952411670756E-16,7.765953538259802E-16
168.0,1.0705747575729544E-14,2.034367744282051E-15,,,,7.97394745378736E-15,-8.06952156339838E-15,2.0158297854834924E-15,-8.74295200692951E-16,7.765953521370099E-16
169.0,1.0705743279028244E-14,2.034367067731739E-15,,,,7.973941082518631E-15,-8.06952012815114E-15,2.015829191637809E-15,-8.742951562091592E-16,7.765953608261568E-16
170.0,1.070573899852334E-14,2.0343664306836338E-15,,,,7.973934712460736E-15,-8.069518720972552E-15,2.0158286137149575E-15,-8.742951071127562E-16,7.765953575516487E-16
171.0,1.0705734692734617E-14,2.0343657520287388E-15,,,,7.973928425215765E-15,-8.069517149425407E-15,2.0158280177239353E-15,-8.742950866697331E-16,7.765953642298241E-16
172.0,1.0705730587931862E-14,2.0343651440608856E-15,,,,7.973922122340365E-15,-8.069515814631716E-15,2.015827451941686E-15,-8.742950594474217E-16,7.765953617704372E-16
173.0,1.070572628366924E-14,2.0343644679422944E-15,,,,7.97391591200073E-15,-8.069514547933102E-15,2.0158268720319523E-15,-8.742950087090096E-16,7.765953840087766E-16
174.0,1.0705722328597736E-14,2.0343639016826236E-15,,,,7.973909686430151E-15,-8.069513176946961E-15,2.015826303012346E-15,-8.742949749697441E-16,7.765953752685995E-16
175.0,1.0705718154128433E-14,2.034363257787654E-15,,,,7.973903523040154E-15,-8.069511785255426E-15,2.0158257368808624E-15,-8.7429493700290655E-16,7.765953806755401E-16
176.0,1.0705714195393628E-14,2.0343625833419257E-15,,,,7.973897399386855E-15,-8.069510439154752E-15,2.0158251700111355E-15,-8.742948946857915E-16,7.765953844969433E-16
177.0,1.0705710132151591E-14,2.034362004380371E-15,,,,7.973891340012561E-15,-8.069509104361062E-15,2.0158245981841483E-15,-8.742948613484888E-16,7.765953940012111E-16
178.0,1.0705706320013069E-14,2.0343613827457995E-15,,,,7.973885299089852E-15,-8.06950776075139E-15,2.01582404271224E-15,-8.742948299155286E-16,7.76595394084294E-16
179.0,1.0705702282976648E-14,2.0343607980031773E-15,,,,7.973879300990275E-15,-8.069506398581232E-15,2.0158234868888267E-15,-8.7429479649995E-16,7.765953980781884E-16
180.0,1.070569861361689E-14,2.0343602164039256E-15,,,,7.973873292045445E-15,-8.06950518703652E-15,2.0158229407812677E-15,-8.742947430532695E-16,7.765953968900363E-16
181.0,1.0705694702554005E-14,2.0343596052927016E-15,,,,7.973867447503447E-15,-8.069503820285326E-15,2.0158223729382048E-15,-8.742947186619317E-16,7.76595408121653E-16
182.0,1.0705691007145113E-14,2.0343589856110544E-15,,,,7.973861537395557E-15,-8.069502519885265E-15,2.0158218247675623E-15,-8.742946830627525E-16,7.765954112033197E-16
183.0,1.0705687226482114E-14,2.034358437783638E-15,,,,7.973855674966128E-15,-8.069501305558336E-15,2.0158212731274973E-15,-8.742946476814778E-16,7.765954132973739E-16
184.0,1.0705683607085691E-14,2.0343578927962742E-15,,,,7.973849822412216E-15,-8.069500080325392E-15,2.0158207350639876E-15,-8.742945987247035E-16,7.765954252023003E-16
185.0,1.0705679725204645E-14,2.0343573326209887E-15,,,,7.973844119612622E-15,-8.069498698087144E-15,2.015820194078957E-15,-8.742945806049092E-16,7.765954270127321E-16
186.0,1.0705676232544808E-14,2.034356775285755E-15,,,,7.973838366459805E-15,-8.069497438806661E-15,2.015819656842757E-15,-8.742945474516642E-16,7.765954219801949E-16
187.0,1.0705672557917408E-14,2.034356280397898E-15,,,,7.973832660262717E-15,-8.069496206556554E-15,2.0158191143592432E-15,-8.74294507781465E-16,7.765954350145451E-16
188.0,1.0705669061361813E-14,2.0343556747369833E-15,,,,7.973826990810413E-15,-8.069494951511017E-15,2.0158185852164354E-15,-8.742944920293291E-16,7.765954419124496E-16
189.0,1.0705665718354989E-14,2.0343551282284155E-15,,,,7.973821383532598E-15,-8.069493810552384E-15,2.0158180587947006E-15,-8.742944500528242E-16,7.765954394198491E-16
190.0,1.0705662085366549E-14,2.0343546350134213E-15,,,,7.97381578790529E-15,-8.069492575866152E-15,2.0158175366628878E-15,-8.742944213281327E-16,7.765954467406543E-16
191.0,1.070565853892586E-14,2.034354042536808E-15,,,,7.973810209930591E-15,-8.06949136432144E-15,2.015817003646462E-15,-8.742943773076561E-16,7.765954561031109E-16
192.0,1.0705655222202893E-14,2.034353541867883E-15,,,,7.973804692825032E-15,-8.069490230088756E-15,2.015816488073888E-15,-8.742943440930586E-16,7.765954587618769E-16
193.0,1.0705651891496705E-14,2.0343529638944192E-15,,,,7.973799224614859E-15,-8.069489002419685E-15,2.0158159721143575E-15,-8.742943288042379E-16,7.765954680272267E-16
194.0,1.0705648691425128E-14,2.034352526559999E-15,,,,7.973793768701872E-15,-8.069487813725282E-15,2.015815457208366E-15,-8.742942825388083E-16,7.765954586916575E-16
195.0,1.070564525109828E-14,2.034351975106795E-15,,,,7.97378832105389E-15,-8.069486560769778E-15,2.01581493164734E-15,-8.742942606547575E-16,7.765954795923353E-16
196.0,1.070564213918106E-14,2.0343514838447256E-15,,,,7.973782939130568E-15,-8.069485365404303E-15,2.015814429195515E-15,-8.742942273957306E-16,7.765954790468126E-16
197.0,1.0705638865468935E-14,2.0343510018611077E-15,,,,7.973777609341547E-15,-8.069484370253742E-15,2.015813920224443E-15,-8.742941920758087E-16,7.765954785012901E-16
198.0,1.0705635637056807E-14,2.034350474469567E-15,,,,7.973772253970338E-15,-8.069483226858984E-15,2.015813420094087E-15,-8.742941657801279E-16,7.765954794327073E-16
199.0,1.0705632499855768E-14,2.0343499990527512E-15,,,,7.973766947982427E-15,-8.069481910334565E-15,2.015812911693452E-15,-8.742941396240759E-16,7.765954986060362E-16
200.0,1.0705629395125761E-14,2.034349533042791E-15,,,,7.973761692012311E-15,-8.06948091976504E-15,2.0158124121669325E-15,-8.7429410879406E-16,7.765955071341827E-16
201.0,1.0705626233862586E-14,2.0343490074757723E-15,,,,7.973756476684759E-15,-8.069479756010978E-15,2.0158119117885685E-15,-8.742940848046849E-16,7.765955093368347E-16
202.0,1.0705623216523884E-14,2.0343485450915985E-15,,,,7.97375134197719E-15,-8.069478667424031E-15,2.015811421322454E-15,-8.742940585872801E-16,7.765955180374726E-16
203.0,1.070562016053326E-14,2.0343480795133588E-15,,,,7.973746147858317E-15,-8.069477660675271E-15,2.0158109262700934E-15,-8.742940191180621E-16,7.765955183709647E-16
204.0,1.0705617239525355E-14,2.0343476144914877E-15,,,,7.973741024319435E-15,-8.069476565071161E-15,2.015810439141048E-15,-8.742939752372142E-16,7.765955312328234E-16
205.0,1.0705614345868775E-14,2.0343471748501288E-15,,,,7.973735886543706E-15,-8.069475435710729E-15,2.0158099519363403E-15,-8.742939687103009E-16,7.765955373909915E-16
206.0,1.0705611380136868E-14,2.0343466786434233E-15,,,,7.973730842496496E-15,-8.069474360866892E-15,2.0158094725210803E-15,-8.742939252314156E-16,7.765955446479029E-16
207.0,1.0705608476853722E-14,2.0343462523380243E-15,,,,7.97372583091498E-15,-8.069473235741405E-15,2.0158089804770373E-15,-8.742939035483464E-16,7.765955503806373E-16
208.0,1.0705605664594612E-14,2.0343457884326466E-15,,,,7.973720809052466E-15,-8.069472308740797E-15,2.015808511716812E-15,-8.742938752869699E-16,7.765955544971538E-16
209.0,1.0705602833504154E-14,2.034345354089938E-15,,,,7.973715864735685E-15,-8.069471186106311E-15,2.015808025900987E-15,-8.742938491922704E-16,7.765955606553218E-16
210.0,1.070560005084866E-14,2.0343448975877944E-15,,,,7.973710876873041E-15,-8.069470158998247E-15,2.0158075590147987E-15,-8.742938252811711E-16,7.765955720734541E-16
211.0,1.070559719374819E-14,2.0343444719671677E-15,,,,7.973705966797136E-15,-8.069468995244185E-15,2.015807082919151E-15,-8.742938013700722E-16,7.76595575764537E-16
212.0,1.0705594507384373E-14,2.034344028217604E-15,,,,7.973701090721103E-15,-8.069468086512848E-15,2.0158066234114047E-15,-8.742937665134655E-16,7.765955828796372E-16
213.0,1.0705591678702691E-14,2.0343435923536915E-15,,,,7.973696239580771E-15,-8.06946713909806E-15,2.015806149572563E-15,-8.742937469526438E-16,7.765955846261753E-16
214.0,1.0705589130230391E-14,2.0343432056011957E-15,,,,7.973691403488439E-15,-8.069466045984952E-15,2.0158056826996436E-15,-8.742937101916941E-16,7.765955973155425E-16
215.0,1.0705586327293426E-14,2.0343427735654254E-15,,,,7.973686637100782E-15,-8.069465210275821E-15,2.0158052225516345E-15,-8.7429369522656E-16,7.765956035823084E-16
216.0,1.070558384142637E-14,2.0343423391720205E-15,,,,7.973681863423945E-15,-8.069463928199907E-15,2.015804777360336E-15,-8.742936647985068E-16,7.76595604102316E-16
217.0,1.070558121533726E-14,2.0343419672766876E-15,,,,7.9736770986527E-15,-8.069463014887532E-15,2.0158043074136787E-15,-8.742936409487602E-16,7.765956203856591E-16
218.0,1.0705578657355757E-14,2.034341549693371E-15,,,,7.97367239985302E-15,-8.069461976527361E-15,2.0158038530371885E-15,-8.742936084767353E-16,7.765956234813499E-16
219.0,1.0705576059420142E-14,2.0343411454967102E-15,,,,7.973667755127492E-15,-8.069461195626039E-15,2.0158033950565155E-15,-8.742935826612932E-16,7.765956347244577E-16
220.0,1.070557360044351E-14,2.0343407419341257E-15,,,,7.973663098580697E-15,-8.069460222979695E-15,2.0158029501943205E-15,-8.74293576781753E-16,7.765956454028537E-16
221.0,1.0705571033296344E-14,2.034340344506623E-15,,,,7.973658509469395E-15,-8.069459228175226E-15,2.0158024964506605E-15,-8.742935422044038E-16,7.765956502258931E-16
222.0,1.0705568709802449E-14,2.0343399572717094E-15,,,,7.973653884171466E-15,-8.069458171254568E-15,2.015802065383198E-15,-8.742935207223156E-16,7.765956534940752E-16
223.0,1.070556620751282E-14,2.0343395954173077E-15,,,,7.973649364346982E-15,-8.069457226330781E-15,2.0158016181492994E-15,-8.742934949068733E-16,7.765956599026525E-16
224.0,1.0705563806175941E-14,2.0343392207326194E-15,,,,7.973644802510622E-15,-8.069456294749137E-15,2.0158011818949984E-15,-8.74293466723773E-16,7.7659567026674575E-16
225.0,1.0705561461176624E-14,2.034338853299506E-15,,,,7.973640321382762E-15,-8.069455591104966E-15,2.0158007372292006E-15,-8.742934455040188E-16,7.765956845084372E-16
226.0,1.070555913126938E-14,2.0343384814041733E-15,,,,7.973635804876579E-15,-8.06945450959006E-15,2.015800308537982E-15,-8.742934285731892E-16,7.765956786390569E-16
227.0,1.0705556709994566E-14,2.034338102574304E-15,,,,7.97363134155686E-15,-8.069453600858724E-15,2.0157998672100094E-15,-8.742934029587285E-16,7.765957082352075E-16
228.0,1.0705554492575391E-14,2.034337715022353E-15,,,,7.973626928828325E-15,-8.069452674204207E-15,2.0157994491956047E-15,-8.74293372932638E-16,7.765957070610793E-16
229.0,1.070555213844953E-14,2.0343373559942834E-15,,,,7.97362253722928E-15,-8.069451927350424E-15,2.0157990127084813E-15,-8.742933602124569E-16,7.765957090248133E-16
230.0,1.0705549961328005E-14,2.0343370147643925E-15,,,,7.97361815177873E-15,-8.069450957195082E-15,2.0157985908398324E-15,-8.742933367646729E-16,7.765957156837998E-16
231.0,1.070554768592554E-14,2.0343366560533613E-15,,,,7.973613839262638E-15,-8.06945013975522E-15,2.015798159018941E-15,-8.742933068612876E-16,7.765957222009748E-16
232.0,1.0705545580232518E-14,2.0343363093089595E-15,,,,7.973609497281803E-15,-8.069449165018839E-15,2.015797739855287E-15,-8.742932788008924E-16,7.765957288599612E-16
233.0,1.0705543314495739E-14,2.0343359668244217E-15,,,,7.973605206950406E-15,-8.069448270321829E-15,2.0157973170561457E-15,-8.742932621493203E-16,7.765957436356843E-16
234.0,1.070554123798456E-14,2.034335612892647E-15,,,,7.973600920095886E-15,-8.06944746169795E-15,2.0157969136770924E-15,-8.742932431131665E-16,7.765957502614573E-16
235.0,1.0705539102687918E-14,2.0343352565897317E-15,,,,7.973596708283192E-15,-8.069446571235882E-15,2.0157964891487386E-15,-8.742932155160868E-16,7.765957602333302E-16
236.0,1.070553695066429E-14,2.034334948980018E-15,,,,7.973592414709832E-15,-8.069445719748482E-15,2.015796079588094E-15,-8.742931942519032E-16,7.765957587448994E-16
237.0,1.0705534983048708E-14,2.034334623241367E-15,,,,7.973588256562569E-15,-8.069444797328912E-15,2.0157956649094208E-15,-8.742931756007884E-16,7.765957769421071E-16
238.0,1.0705532933467073E-14,2.0343342925718002E-15,,,,7.973584067980738E-15,-8.069443932153278E-15,2.015795268286003E-15,-8.74293163159865E-16,7.765957811672215E-16
239.0,1.0705530941790488E-14,2.034333962637487E-15,,,,7.973579982121347E-15,-8.069443069067678E-15,2.0157948501597284E-15,-8.742931442633397E-16,7.76595785078033E-16
240.0,1.0705528948243132E-14,2.0343336298126406E-15,,,,7.973575834090513E-15,-8.069442265370926E-15,2.015794457475878E-15,-8.742931122546299E-16,7.765957971362619E-16
241.0,1.0705526955802364E-14,2.0343333285538683E-15,,,,7.97357176903727E-15,-8.069441523098182E-15,2.0157940460578554E-15,-8.742930956644103E-16,7.765958082068781E-16
242.0,1.0705524956565587E-14,2.0343330177365825E-15,,,,7.973567673461032E-15,-8.06944076679111E-15,2.0157936565372135E-15,-8.742930812408679E-16,7.765958137032275E-16
243.0,1.0705523019434036E-14,2.03433270098657E-15,,,,7.973563606547421E-15,-8.069439815251129E-15,2.0157932520280215E-15,-8.74293056011446E-16,7.765958307377981E-16
244.0,1.0705521125733974E-14,2.0343323861252813E-15,,,,7.973559600176657E-15,-8.069439038584753E-15,2.0157928567866708E-15,-8.742930302742803E-16,7.765958312578055E-16
245.0,1.0705519273437018E-14,2.0343320993054574E-15,,,,7.973555638774563E-15,-8.06943817340912E-15,2.015792465325996E-15,-8.742930161913475E-16,7.765958468486497E-16
246.0,1.0705517412013516E-14,2.0343317719951213E-15,,,,7.973551660695874E-15,-8.069437408340943E-15,2.0157920792140784E-15,-8.742929950498693E-16,7.765958438053615E-16
247.0,1.0705515499902751E-14,2.0343314817148883E-15,,,,7.973547697154331E-15,-8.069436681901342E-15,2.015791690388438E-15,-8.742929764156781E-16,7.765958545284618E-16
248.0,1.0705513710211037E-14,2.034331204770616E-15,,,,7.973543772823312E-15,-8.069435796020312E-15,2.0157913073121376E-15,-8.74292957982468E-16,7.765958708258291E-16
249.0,1.0705511882170683E-14,2.034330899886056E-15,,,,7.973539862665078E-15,-8.069435058328602E-15,2.015790914273933E-15,-8.742929369806188E-16,7.765958735292993E-16
250.0,1.070551004962574E-14,2.0343306122298005E-15,,,,7.973535973953483E-15,-8.069434336470038E-15,2.015790539004718E-15,-8.742929139961503E-16,7.765958843942108E-16
251.0,1.0705508307909227E-14,2.0343303151162095E-15,,,,7.973532118753751E-15,-8.069433560149756E-15,2.0157901550000185E-15,-8.742929040011608E-16,7.7659589243303E-16
252.0,1.0705506560541282E-14,2.0343300241512043E-15,,,,7.973528339245572E-15,-8.069432833710153E-15,2.0157897717551607E-15,-8.742928897785994E-16,7.765958916485893E-16
253.0,1.0705504804654495E-14,2.034329729243374E-15,,,,7.973524489268675E-15,-8.069432001391433E-15,2.0157894004623783E-15,-8.742928692400653E-16,7.765959123575864E-16
254.0,1.070550312485615E-14,2.034329459233638E-15,,,,7.973520703400025E-15,-8.069431236323257E-15,2.015789026122599E-15,-8.742928373096316E-16,7.765959236786118E-16
255.0,1.070550138589082E-14,2.0343291903773715E-15,,,,7.973516955137666E-15,-8.069430450895774E-15,2.015788652935752E-15,-8.742928342166357E-16,7.765959249051424E-16
256.0,1.0705499757543923E-14,2.034328918212356E-15,,,,7.973513194407456E-15,-8.06942983367083E-15,2.0157882810553534E-15,-8.742928134771202E-16,7.765959361929546E-16
257.0,1.0705498082329543E-14,2.034328661069883E-15,,,,7.973509478278507E-15,-8.069428994681037E-15,2.0157879181030498E-15,-8.742927990705011E-16,7.765959387993181E-16
258.0,1.0705496491185577E-14,2.0343283793463534E-15,,,,7.973505771216777E-15,-8.069428385718753E-15,2.0157875492783556E-15,-8.742927720763651E-16,7.765959583456781E-16
259.0,1.070549479297766E-14,2.0343281204668163E-15,,,,7.97350212360756E-15,-8.06942761821445E-15,2.0157871842725646E-15,-8.742927577924512E-16,7.765959620060807E-16
260.0,1.0705493266730353E-14,2.0343278460706914E-15,,,,7.973498455603867E-15,-8.069426885103778E-15,2.015786824626602E-15,-8.742927438322239E-16,7.765959708600209E-16
261.0,1.0705491693653551E-14,2.034327599297815E-15,,,,7.97349480508507E-15,-8.0694260880781E-15,2.0157864616014845E-15,-8.742927297492911E-16,7.765959790406512E-16
262.0,1.0705490094528748E-14,2.034327354262003E-15,,,,7.973491175248968E-15,-8.069425469109209E-15,2.0157861095487545E-15,-8.742927113160813E-16,7.765959853521216E-16
263.0,1.0705488551437089E-14,2.0343271086425966E-15,,,,7.973487600818164E-15,-8.069424744814519E-15,2.0157857538882295E-15,-8.742926974341299E-16,7.765960012265881E-16
264.0,1.0705487061667648E-14,2.034326842258648E-15,,,,7.973484054314976E-15,-8.069424004686683E-15,2.015785397831087E-15,-8.742926833511974E-16,7.765960069401333E-16
265.0,1.0705485488248441E-14,2.034326602914354E-15,,,,7.973480487981558E-15,-8.069423400305436E-15,2.0157850457763717E-15,-8.742926626730343E-16,7.765960119803688E-16
266.0,1.070548401158181E-14,2.034326366777631E-15,,,,7.973476972039534E-15,-8.069422650170995E-15,2.0157846958441282E-15,-8.742926598592958E-16,7.765960305059031E-16
267.0,1.0705482545265669E-14,2.034326109292772E-15,,,,7.973473435250145E-15,-8.069422055796355E-15,2.0157843499346872E-15,-8.742926392594091E-16,7.765960406642914E-16
268.0,1.0705481110996773E-14,2.0343258919560386E-15,,,,7.973469928293001E-15,-8.069421401188333E-15,2.0157840050087148E-15,-8.742926231325047E-16,7.765960536794525E-16
269.0,1.0705479637615056E-14,2.034325642216799E-15,,,,7.973466474636832E-15,-8.069420640701194E-15,2.0157836580386294E-15,-8.742926136621834E-16,7.765960567112496E-16
270.0,1.0705478239671822E-14,2.0343254203420175E-15,,,,7.97346303559405E-15,-8.06941995538117E-15,2.015783317525801E-15,-8.742925821337122E-16,7.765960706833428E-16
271.0,1.070547689004619E-14,2.0343251714392094E-15,,,,7.973459608854453E-15,-8.069419275832807E-15,2.015782976096328E-15,-8.742925836533278E-16,7.76596075832176E-16
